mah_id,il,ilce,mahalle_adi,risk_score_pred,risk_class_5_pred,risk_label_pred,risk_proba_c1,risk_proba_c2,risk_proba_c3,risk_proba_c4,risk_proba_c5,vs30,population,building_count
100175,Ankara,Bilinmeyen İlçe,Ahi Evran Mahallesi,0.2039,1,Low,0.9344,0.0507,0.0054,0.0069,0.0026,505.37,20552,1781
100176,Ankara,Bilinmeyen İlçe,Yunus Emre Mahallesi,0.2122,1,Low,0.9152,0.0601,0.012,0.0091,0.0036,436.59,20949,1900
100177,Ankara,Bilinmeyen İlçe,Ulubatlı Hasan Mahallesi,0.1736,1,Very Low,0.9502,0.038,0.0053,0.0051,0.0013,469.23,8428,749
100178,Ankara,Bilinmeyen İlçe,Fatih Mahallesi,0.2247,1,Low,0.9338,0.0356,0.01,0.0185,0.002,393.57,12555,906
100179,Ankara,Bilinmeyen İlçe,Gökçek Mahallesi,0.1725,1,Very Low,0.8892,0.0901,0.0172,0.0025,0.001,487.28,5822,447
100180,Ankara,Bilinmeyen İlçe,Gazi Osmanpaşa Mahallesi,0.177,1,Very Low,0.9804,0.0123,0.0034,0.0027,0.0011,456.43,16231,1329
100181,Ankara,Bilinmeyen İlçe,Mevlana Mahallesi,0.1539,1,Very Low,0.9773,0.0143,0.0022,0.0056,0.0006,512.01,102,10
100182,Ankara,Bilinmeyen İlçe,Törekent Mahallesi,0.1752,1,Very Low,0.9553,0.0311,0.0035,0.0095,0.0006,494.24,102,195
100183,Ankara,Bilinmeyen İlçe,Mustafa Kemal Mahallesi,0.181,1,Low,0.9732,0.0203,0.0022,0.0033,0.0011,522.69,19293,1579
100184,Ankara,Bilinmeyen İlçe,Menderes Mahallesi,0.2799,1,Medium,0.7931,0.0569,0.0461,0.0674,0.0365,375.98,35087,3173
100185,Ankara,Bilinmeyen İlçe,29 Ekim Mahallesi,0.2316,1,Medium,0.842,0.0923,0.0283,0.0197,0.0177,479.2,33282,2947
100186,Ankara,Bilinmeyen İlçe,Fevzi Çakmak Mahallesi,0.242,1,Medium,0.8407,0.0568,0.0399,0.0183,0.0442,406.72,26012,2623
100187,Ankara,Bilinmeyen İlçe,Çoğlu Mahallesi,0.1798,1,Very Low,0.9116,0.0649,0.0093,0.0131,0.0012,430.93,4248,524
100188,Ankara,Bilinmeyen İlçe,Atakent Mahallesi,0.2393,1,Medium,0.8657,0.0971,0.0164,0.0079,0.013,489.08,22222,1902
100189,Ankara,Bilinmeyen İlçe,Topçu Mahallesi,0.1997,1,Low,0.9665,0.0168,0.0047,0.0114,0.0005,384.89,2659,422
100190,Ankara,Bilinmeyen İlçe,Oğuzlar Mahallesi,0.2354,1,Medium,0.6642,0.2859,0.024,0.0238,0.0022,387.47,6396,848
100191,Ankara,Bilinmeyen İlçe,Ayyıldız Mahallesi,0.1459,1,Very Low,0.9883,0.007,0.0012,0.002,0.0015,601.76,8709,655
100192,Ankara,Bilinmeyen İlçe,Ahi Mesut Mahallesi,0.1756,1,Very Low,0.9359,0.043,0.0105,0.0085,0.0022,516.07,11626,697
100193,Ankara,Bilinmeyen İlçe,Elvan Mahallesi,0.2214,1,Low,0.8969,0.0595,0.0184,0.0137,0.0115,456.76,23135,1861
100194,Ankara,Bilinmeyen İlçe,Piyade Mahallesi,0.2814,1,Medium,0.4811,0.2104,0.1904,0.1024,0.0158,327.81,16468,1427
100195,Ankara,Bilinmeyen İlçe,Süvari Mahallesi,0.1672,1,Very Low,0.9827,0.0083,0.0013,0.0071,0.0007,505.94,11046,923
100196,Ankara,Bilinmeyen İlçe,Kazım Karabekir Mahallesi,0.1792,1,Very Low,0.9028,0.0843,0.0049,0.0037,0.0043,561.39,9115,627
100197,Ankara,Bilinmeyen İlçe,İstasyon Mahallesi,0.1953,1,Low,0.9358,0.0389,0.01,0.0111,0.0042,459.52,21069,1898
100198,Ankara,Bilinmeyen İlçe,Alsancak Mahallesi,0.1746,1,Very Low,0.9666,0.0219,0.0037,0.0029,0.0049,567.63,22137,1889
100199,Ankara,Bilinmeyen İlçe,Bağlıca Mahallesi,0.2258,1,Low,0.8577,0.087,0.0348,0.0175,0.0029,399.33,11830,1157
100200,Ankara,Bilinmeyen İlçe,Örnek Mahallesi,0.1918,1,Low,0.9703,0.0208,0.0034,0.0045,0.001,482.56,19631,1428
100201,Ankara,Bilinmeyen İlçe,Ergazi Mahallesi,0.1863,1,Low,0.928,0.0474,0.0093,0.0076,0.0077,434.24,5449,435
100202,Ankara,Bilinmeyen İlçe,Batı Sitesi Mahallesi,0.2014,1,Low,0.9448,0.0286,0.0131,0.0058,0.0078,476.81,27198,2080
100203,Ankara,Bilinmeyen İlçe,Yeni Batı Mahallesi,0.1902,1,Low,0.9226,0.0424,0.0186,0.0055,0.0109,513.13,25991,2552
100204,Ankara,Bilinmeyen İlçe,Şeker Mahallesi,0.2767,2,Medium,0.295,0.6029,0.062,0.0221,0.018,418.47,20010,1829
100205,Ankara,Bilinmeyen İlçe,Şehit Osman Avcı Mahallesi,0.2557,1,Medium,0.6675,0.2703,0.0381,0.0068,0.0173,488.61,28130,2661
100206,Ankara,Bilinmeyen İlçe,Altay Mahallesi,0.1993,2,Low,0.4383,0.5055,0.0458,0.0079,0.0025,477.89,14857,993
100207,Ankara,Bilinmeyen İlçe,Göksu Mahallesi,0.1923,1,Low,0.9487,0.0425,0.0049,0.0025,0.0015,480.47,16072,1487
100208,Ankara,Bilinmeyen İlçe,Şeyh Şamil Mahallesi,0.1675,1,Very Low,0.945,0.0389,0.0057,0.0091,0.0013,443.7,8859,580
100209,Ankara,Bilinmeyen İlçe,Tunahan Mahallesi,0.1731,1,Very Low,0.9351,0.0492,0.0067,0.0082,0.0008,431.27,102,10
100210,Ankara,Bilinmeyen İlçe,Güzelkent Mahallesi,0.2203,1,Low,0.8714,0.0546,0.0282,0.0402,0.0056,432.6,19308,1232
100211,Ankara,Bilinmeyen İlçe,Eryaman Mahallesi,0.1758,1,Very Low,0.9338,0.05,0.007,0.0078,0.0014,487.33,102,10
100212,Ankara,Bilinmeyen İlçe,Yavuz Selim Mahallesi,0.1747,1,Very Low,0.9682,0.0247,0.0029,0.0025,0.0017,530.13,10917,1244
100213,Ankara,Bilinmeyen İlçe,Yeşilova Mahallesi,0.2101,1,Low,0.9026,0.0741,0.0099,0.0123,0.001,379.56,6909,1112
100214,Ankara,Bilinmeyen İlçe,Etiler Mahallesi,0.2238,1,Low,0.8388,0.1255,0.0208,0.0135,0.0014,387.36,4266,520
100215,Ankara,Bilinmeyen İlçe,Erler Mahallesi,0.2208,1,Low,0.8507,0.0932,0.037,0.0148,0.0043,403.52,17100,1348
100216,Ankara,Bilinmeyen İlçe,30 Ağustos Mahallesi,0.1835,1,Low,0.9334,0.0491,0.0072,0.0079,0.0025,450.21,2818,84
100217,Ankara,Bilinmeyen İlçe,Ayyıldız Mahallesi,0.209,1,Low,0.8003,0.1046,0.0329,0.01,0.0522,501.07,13515,685
100218,Ankara,Bilinmeyen İlçe,Bahçekapı Mahallesi,0.2205,1,Low,0.929,0.0481,0.0099,0.0108,0.0022,404.98,14962,1053
100219,Ankara,Bilinmeyen İlçe,Başpınar Mahallesi,0.1699,1,Very Low,0.9555,0.033,0.0054,0.0047,0.0014,460.39,9265,899
100220,Ankara,Bilinmeyen İlçe,Doğantepe Mahallesi,0.2472,1,Medium,0.8227,0.0716,0.0666,0.0221,0.0169,400.45,23278,1828
100221,Ankara,Bilinmeyen İlçe,Solfasol Mahallesi,0.17,1,Very Low,0.9621,0.0237,0.0069,0.0066,0.0008,451.08,102,69
100222,Ankara,Bilinmeyen İlçe,Yıldıztepe Mahallesi,0.1948,1,Low,0.9507,0.0319,0.0045,0.0045,0.0084,523.38,24123,1942
100223,Ankara,Bilinmeyen İlçe,Güneşevler Mahallesi,0.1804,1,Low,0.9593,0.027,0.0039,0.0086,0.0011,501.81,10779,515
100224,Ankara,Bilinmeyen İlçe,Aydınlıkevler Mahallesi,0.1613,1,Very Low,0.9737,0.0196,0.0031,0.0026,0.001,482.77,8713,892
100225,Ankara,Bilinmeyen İlçe,Ulubey Mahallesi,0.1501,1,Very Low,0.9835,0.0088,0.0032,0.0041,0.0004,450.43,102,125
100226,Ankara,Bilinmeyen İlçe,Önder Mahallesi,0.2721,1,Medium,0.6854,0.1843,0.0465,0.0702,0.0136,323.04,17382,1521
100227,Ankara,Bilinmeyen İlçe,Gültepe Mahallesi,0.2111,1,Low,0.8802,0.0714,0.0215,0.0146,0.0123,429.46,27720,2194
100228,Ankara,Bilinmeyen İlçe,Atıfbey Mahallesi,0.1604,1,Very Low,0.9764,0.0179,0.0024,0.0026,0.0007,559.07,13774,1146
100229,Ankara,Bilinmeyen İlçe,Bostancık Mahallesi,0.2119,1,Low,0.9185,0.0501,0.0151,0.0051,0.0112,480.27,27167,2174
100230,Ankara,Bilinmeyen İlçe,Ekin Mahallesi,0.2002,1,Low,0.9262,0.0552,0.0094,0.0069,0.0023,448.76,15878,1242
100231,Ankara,Bilinmeyen İlçe,Başak Mahallesi,0.1442,1,Very Low,0.9916,0.0049,0.0011,0.0021,0.0003,501.49,1788,514
100232,Ankara,Bilinmeyen İlçe,Karaağaç Mahallesi,0.2468,1,Medium,0.6467,0.2373,0.0522,0.0577,0.0062,344.07,102,37
100233,Ankara,Bilinmeyen İlçe,Altıağaç Mahallesi,0.2327,1,Medium,0.9242,0.0224,0.019,0.0214,0.013,410.14,33745,3001
100234,Ankara,Bilinmeyen İlçe,Bahçeleriçi Mahallesi,0.2088,1,Low,0.9338,0.0461,0.0105,0.0086,0.001,385.67,347,10
100235,Ankara,Bilinmeyen İlçe,Hüseyingazi Mahallesi,0.2621,1,Medium,0.8325,0.0761,0.0341,0.0524,0.0048,349.33,10423,852
100236,Ankara,Bilinmeyen İlçe,Harman Mahallesi,0.2231,1,Low,0.8105,0.0685,0.0325,0.0197,0.0689,418.57,27853,2243
100237,Ankara,Bilinmeyen İlçe,Çiğiltepe Mahallesi,0.208,1,Low,0.8094,0.1465,0.0175,0.0244,0.0021,379.31,102,10
100238,Ankara,Bilinmeyen İlçe,Altınevler Mahallesi,0.2049,1,Low,0.9192,0.0461,0.0131,0.0106,0.011,486.32,32649,2520
100239,Ankara,Bilinmeyen İlçe,Gülveren Mahallesi,0.2956,2,Medium,0.1956,0.3517,0.3304,0.0335,0.0888,387.43,24743,2146
100240,Ankara,Bilinmeyen İlçe,Bahçelerüstü Mahallesi,0.1764,1,Very Low,0.926,0.0537,0.0048,0.0146,0.0009,497.7,102,10
100241,Ankara,Bilinmeyen İlçe,Erzurum Mahallesi,0.1961,1,Low,0.96,0.0292,0.0039,0.0051,0.0018,509.1,1257,271
100242,Ankara,Çankaya,Cebeci Mahallesi,0.1943,1,Low,0.9711,0.018,0.0034,0.0059,0.0016,491.99,21397,1555
100243,Ankara,Mamak,Abidinpaşa Mahallesi,0.1658,1,Very Low,0.9621,0.0301,0.0038,0.003,0.0011,459.04,9130,688
100244,Ankara,Mamak,Balkiraz Mahallesi,0.2691,1,Medium,0.7489,0.091,0.0468,0.0981,0.0152,353.13,11787,1551
100245,Ankara,Bilinmeyen İlçe,Hürel Mahallesi,0.1683,1,Very Low,0.9503,0.0292,0.0107,0.0086,0.0012,494.06,10068,882
100246,Ankara,Bilinmeyen İlçe,Şafaktepe Mahallesi,0.1586,1,Very Low,0.9625,0.024,0.0085,0.0038,0.0012,507.94,8727,543
100247,Ankara,Bilinmeyen İlçe,Demirlibahçe Mahallesi,0.2841,1,Medium,0.6283,0.19,0.0494,0.0948,0.0375,370.11,30643,2207
100248,Ankara,Bilinmeyen İlçe,Mehtap Mahallesi,0.1598,1,Very Low,0.9499,0.043,0.0033,0.0031,0.0007,527.65,652,10
100249,Ankara,Mamak,Saimekadın Mahallesi,0.2291,1,Low,0.8758,0.0661,0.0199,0.0232,0.015,426.54,21613,2074
100250,Ankara,Bilinmeyen İlçe,Kartaltepe Mahallesi,0.1583,1,Very Low,0.9686,0.0221,0.0031,0.0051,0.0012,521.45,102,60
100251,Ankara,Bilinmeyen İlçe,Çağlayan Mahallesi,0.1673,1,Very Low,0.9678,0.0268,0.0023,0.0026,0.0005,490.78,4656,821
100252,Ankara,Bilinmeyen İlçe,Tuzluçayır Mahallesi,0.151,1,Very Low,0.9895,0.0074,0.001,0.0018,0.0003,495.65,7805,965
100253,Ankara,Mamak,Aşık Veysel Mahallesi,0.2143,1,Low,0.9055,0.0603,0.0155,0.0169,0.0019,398.11,102,10
100254,Ankara,Bilinmeyen İlçe,Peyami Safa Mahallesi,0.1546,1,Very Low,0.9845,0.011,0.0017,0.0021,0.0008,542.52,10581,631
100255,Ankara,Bilinmeyen İlçe,General Zeki Doğan Mahallesi,0.2947,1,Medium,0.4614,0.1603,0.2161,0.0957,0.0666,342.36,24978,2112
100256,Ankara,Bilinmeyen İlçe,Şahintepe Mahallesi,0.2747,1,Medium,0.682,0.2111,0.0633,0.0229,0.0207,485.13,38078,2861
100257,Ankara,Bilinmeyen İlçe,Mutlu Mahallesi,0.1503,1,Very Low,0.9882,0.0072,0.0015,0.0025,0.0005,614.32,10260,746
100258,Ankara,Bilinmeyen İlçe,Kutlu Mahallesi,0.1616,1,Very Low,0.9803,0.0152,0.0023,0.0019,0.0004,505.47,4241,320
100259,Ankara,Bilinmeyen İlçe,Kazım Orbay Mahallesi,0.1868,1,Low,0.841,0.1024,0.0309,0.0135,0.0122,529.78,28644,2406
100260,Ankara,Bilinmeyen İlçe,Türközü Mahallesi,0.1614,1,Very Low,0.9631,0.0237,0.0054,0.0072,0.0006,418.46,102,34
100261,Ankara,Mamak,Akdere Mahallesi,0.2224,1,Low,0.5293,0.3101,0.1114,0.0157,0.0336,455.58,26223,2088
100262,Ankara,Mamak,Şehit Cengiz Topel Mahallesi,0.2018,1,Low,0.9419,0.045,0.0053,0.0064,0.0014,457.61,10394,840
100263,Ankara,Bilinmeyen İlçe,Fahri Korutürk Mahallesi,0.2301,1,Medium,0.8931,0.0629,0.0186,0.0227,0.0027,398.83,13101,1183
100264,Ankara,Bilinmeyen İlçe,Durali Alıç Mahallesi,0.2136,1,Low,0.7914,0.1443,0.03,0.0293,0.005,424.32,18363,1444
100265,Ankara,Bilinmeyen İlçe,Boğaziçi Mahallesi,0.1453,1,Very Low,0.9748,0.0156,0.0015,0.0064,0.0016,532.11,950,164
100266,Ankara,Bilinmeyen İlçe,Akşemsettin Mahallesi,0.2639,3,Medium,0.272,0.2993,0.3442,0.0523,0.0323,448.16,31705,2991
100267,Ankara,Mamak,Cengizhan Mahallesi,0.2202,1,Low,0.858,0.0921,0.0188,0.0177,0.0134,496.15,30083,2545
100268,Ankara,Bilinmeyen İlçe,Dutluk Mahallesi,0.224,1,Low,0.8902,0.0436,0.011,0.0049,0.0503,458.33,24951,1875
100269,Ankara,Bilinmeyen İlçe,Derbent Mahallesi,0.1772,1,Very Low,0.9505,0.0283,0.0085,0.0045,0.0082,549.07,28427,2424
100270,Ankara,Bilinmeyen İlçe,Araplar Mahallesi,0.233,1,Medium,0.8019,0.0964,0.0461,0.0339,0.0217,458.76,37378,2837
100271,Ankara,Bilinmeyen İlçe,Dostlar Mahallesi,0.266,1,Medium,0.792,0.1034,0.0496,0.0255,0.0295,395.34,28510,2584
100272,Ankara,Bilinmeyen İlçe,Köstence Mahallesi,0.1645,1,Very Low,0.9717,0.0201,0.0042,0.0035,0.0006,488.41,799,10
100273,Ankara,Mamak,Üreğil Mahallesi,0.2687,1,Medium,0.6481,0.1996,0.0894,0.0589,0.004,334.34,102,79
100274,Ankara,Bilinmeyen İlçe,Tepecik Mahallesi,0.2877,1,Medium,0.5715,0.2033,0.0695,0.0942,0.0615,362.87,29613,2303
100275,Ankara,Bilinmeyen İlçe,Kayaş Mahallesi,0.3274,2,High,0.1521,0.7268,0.0925,0.0225,0.0062,385.57,16066,1353
100276,Ankara,Mamak,Şahap Gürler Mahallesi,0.2082,1,Low,0.9543,0.0265,0.0082,0.0029,0.0081,504.03,27756,2446
100277,Ankara,Mamak,Yeşilbayır Mahallesi,0.2825,1,Medium,0.6139,0.1597,0.1554,0.0311,0.0399,386.47,27604,2260
100278,Ankara,Bilinmeyen İlçe,Küçük Kayaş Mahallesi,0.1714,1,Very Low,0.9354,0.0377,0.0199,0.0059,0.0011,483.15,3665,366
100279,Ankara,Bilinmeyen İlçe,Mimar Sinan Mahallesi,0.1472,1,Very Low,0.9826,0.0123,0.0018,0.0029,0.0004,514.93,102,168
100280,Ankara,Bilinmeyen İlçe,Yunus Emre Mahallesi,0.1841,1,Low,0.9673,0.0131,0.0033,0.0031,0.0132,651.32,25202,2047
100281,Ankara,Bilinmeyen İlçe,Merkez Mahallesi,0.1474,1,Very Low,0.9879,0.0075,0.0016,0.0027,0.0003,506.52,102,10
100282,Ankara,Bilinmeyen İlçe,Fatih Mahallesi,0.174,1,Very Low,0.9793,0.012,0.0027,0.0048,0.0012,463.51,18043,1625
100283,Ankara,Bilinmeyen İlçe,Tevfik İleri Mahallesi,0.1587,1,Very Low,0.9719,0.0202,0.0025,0.0028,0.0027,570.05,3922,544
100284,Ankara,Çankaya,Ertuğrulgazi Mahallesi,0.1475,1,Very Low,0.988,0.0074,0.0019,0.0024,0.0003,494.79,102,272
100285,Ankara,Çankaya,Fakülteler Mahallesi,0.2057,1,Low,0.9051,0.0698,0.0112,0.0114,0.0025,410.59,11407,1126
100286,Ankara,Bilinmeyen İlçe,Çamlıtepe Mahallesi,0.1559,1,Very Low,0.9765,0.0169,0.0029,0.0031,0.0006,442.12,826,85
100287,Ankara,Bilinmeyen İlçe,İleri Mahallesi,0.1515,1,Very Low,0.9431,0.0421,0.0043,0.0099,0.0006,456.54,102,112
100288,Ankara,Bilinmeyen İlçe,Ön Cebeci Mahallesi,0.1813,1,Low,0.9812,0.0133,0.0023,0.0022,0.0009,488.27,9821,893
100289,Ankara,Bilinmeyen İlçe,İncesu Mahallesi,0.1393,1,Very Low,0.9888,0.0071,0.0009,0.0027,0.0004,517.33,8904,627
100290,Ankara,Çankaya,Topraklık Mahallesi,0.2599,1,Medium,0.8295,0.0746,0.0457,0.0246,0.0256,394.62,27492,2606
100291,Ankara,Çankaya,Dilekler Mahallesi,0.2018,1,Low,0.9332,0.0465,0.007,0.0115,0.0017,417.76,13535,1000
100292,Ankara,Çankaya,50. Yıl Mahallesi,0.2654,1,Medium,0.7489,0.1871,0.0358,0.0219,0.0063,370.03,13497,1314
100293,Ankara,Bilinmeyen İlçe,Fidanlık Mahallesi,0.211,1,Low,0.9333,0.0405,0.0109,0.0099,0.0054,445.75,21597,1613
100294,Ankara,Bilinmeyen İlçe,Sağlık Mahallesi,0.1588,1,Very Low,0.9565,0.0296,0.0054,0.0077,0.0007,430.57,890,10
100295,Ankara,Çankaya,Arka Topraklık Mahallsi,0.234,1,Medium,0.605,0.2212,0.1244,0.0468,0.0026,385.5,1668,398
100296,Ankara,Bilinmeyen İlçe,Zafertepe Mahallesi,0.1847,1,Low,0.9481,0.0343,0.0047,0.0031,0.0098,567.08,24357,1998
100297,Ankara,Bilinmeyen İlçe,Göktürk Mahallesi,0.2843,1,Medium,0.7254,0.0798,0.0664,0.0835,0.0449,341.49,31990,2772
100298,Ankara,Bilinmeyen İlçe,Mimar Sinan Mahallesi,0.2004,1,Low,0.9445,0.0339,0.0055,0.0134,0.0026,437.44,18831,1640
100299,Ankara,Bilinmeyen İlçe,Metin Oktay Mahallesi,0.1779,1,Very Low,0.9454,0.0376,0.0072,0.0066,0.0031,490.17,17127,1591
100300,Ankara,Bilinmeyen İlçe,Aşıkpaşa Mahallesi,0.1854,1,Low,0.9632,0.025,0.0061,0.0041,0.0016,475.53,6292,296
100301,Ankara,Bilinmeyen İlçe,Bayraktar Mahallesi,0.208,1,Low,0.8791,0.092,0.0083,0.0072,0.0134,488.02,14878,807
100302,Ankara,Bilinmeyen İlçe,Büyükesat Mahallesi,0.2046,1,Low,0.9405,0.0471,0.0049,0.0029,0.0046,490.67,11221,815
100303,Ankara,Bilinmeyen İlçe,Kazım Özalp Mahallesi,0.1615,1,Very Low,0.9627,0.0271,0.004,0.0056,0.0006,455.81,5070,545
100304,Ankara,Bilinmeyen İlçe,100. Yıl Mahallesi,0.2829,1,Medium,0.6598,0.1412,0.0566,0.0969,0.0454,379.44,34215,3196
100305,Ankara,Bilinmeyen İlçe,Umut Mahallesi,0.2668,1,Medium,0.8068,0.0689,0.025,0.0361,0.0632,395.94,33362,2730
100306,Ankara,Bilinmeyen İlçe,Murat Mahallesi,0.217,1,Low,0.7926,0.1361,0.0274,0.0259,0.0181,468.72,29996,2145
100307,Ankara,Bilinmeyen İlçe,Küçükesat Mahallesi,0.1724,1,Very Low,0.9775,0.0164,0.0023,0.0024,0.0014,500.8,6307,365
100308,Ankara,Bilinmeyen İlçe,Doğuş Mahallesi,0.1657,1,Very Low,0.9668,0.0287,0.0021,0.002,0.0004,492.9,6411,467
100309,Ankara,Bilinmeyen İlçe,Esatoğlu Mahallesi,0.1886,1,Low,0.96,0.0325,0.0045,0.0022,0.0008,488.35,13861,1227
100310,Ankara,Bilinmeyen İlçe,Muhsin Ertuğrul Mahallesi,0.2128,1,Low,0.6522,0.1805,0.1236,0.0142,0.0295,450.63,29742,2633
100311,Ankara,Bilinmeyen İlçe,Kavaklıdere Mahallesi,0.1641,1,Very Low,0.9634,0.0265,0.0053,0.0039,0.0008,445.62,345,180
100312,Ankara,Bilinmeyen İlçe,Tınaztepe Mahallesi,0.2229,4,Low,0.1356,0.0306,0.0084,0.8082,0.0173,462.7,34387,2700
100313,Ankara,Bilinmeyen İlçe,Seyranbağları Mahallesi,0.167,1,Very Low,0.96,0.0302,0.0047,0.0043,0.0009,478.01,102,10
100314,Ankara,Bilinmeyen İlçe,Barbaros Mahallesi,0.2593,1,Medium,0.693,0.1901,0.0522,0.0553,0.0094,341.4,14613,1460
100315,Ankara,Bilinmeyen İlçe,Gaziosmanpaşa Mahallesi,0.2498,1,Medium,0.6963,0.2188,0.0452,0.0314,0.0082,373.74,17787,1432
100316,Ankara,Bilinmeyen İlçe,Birlik Mahallesi,0.1547,1,Very Low,0.97,0.0129,0.0028,0.0129,0.0014,532.39,16929,1449
100317,Ankara,Bilinmeyen İlçe,Kırkkonaklar Mahallesi,0.1781,1,Very Low,0.937,0.0427,0.0107,0.0082,0.0015,406.24,2555,10
100318,Ankara,Bilinmeyen İlçe,Bağcılar Mahallesi,0.1643,1,Very Low,0.9207,0.0635,0.0069,0.0063,0.0025,567.15,12230,1121
100319,Ankara,Bilinmeyen İlçe,Bademlidere Mahallesi,0.1703,1,Very Low,0.9462,0.0453,0.0028,0.0043,0.0013,532.54,13635,1515
100320,Ankara,Bilinmeyen İlçe,Boztepe Mahallesi,0.239,1,Medium,0.6703,0.2606,0.0323,0.0345,0.0022,350.19,1433,10
100321,Ankara,Bilinmeyen İlçe,Güvenevler Mahallesi,0.1671,1,Very Low,0.976,0.0191,0.0017,0.0022,0.001,515.0,10390,678
100322,Ankara,Bilinmeyen İlçe,Aziziye Mahallesi,0.2495,1,Medium,0.7347,0.1658,0.0348,0.0591,0.0056,331.69,102,10
100323,Ankara,Bilinmeyen İlçe,Güzeltepe Mahallesi,0.1558,1,Very Low,0.9841,0.0089,0.0029,0.0038,0.0003,426.65,1170,137
100324,Ankara,Bilinmeyen İlçe,Yıldızevler Mahallesi,0.2058,1,Low,0.9554,0.0235,0.0066,0.0075,0.007,431.23,22544,2301
100325,Ankara,Bilinmeyen İlçe,Hilal Mahallesi,0.1633,1,Very Low,0.9643,0.0249,0.0041,0.0057,0.0009,457.13,8979,646
100326,Ankara,Bilinmeyen İlçe,İlkbahar Mahallesi,0.2178,1,Low,0.9032,0.0703,0.0093,0.005,0.0122,511.32,25659,2270
100327,Ankara,Bilinmeyen İlçe,Sancak Mahallesi,0.1688,1,Very Low,0.9798,0.0125,0.0021,0.0038,0.0018,506.69,8931,380
100328,Ankara,Bilinmeyen İlçe,Çankaya Mahallesi,0.165,1,Very Low,0.9742,0.018,0.004,0.0029,0.0008,478.97,8279,344
100329,Ankara,Bilinmeyen İlçe,Orta İmrahor Mahallesi,0.1893,1,Low,0.9292,0.0521,0.0112,0.0066,0.0009,413.61,4570,383
100330,Ankara,Bilinmeyen İlçe,Remzi Oğuz Arık Mahallesi,0.1521,1,Very Low,0.9631,0.0263,0.0056,0.0044,0.0006,508.39,102,10
100331,Ankara,Bilinmeyen İlçe,Ayrancı Mahallesi,0.2418,1,Medium,0.7899,0.1482,0.0264,0.0337,0.0018,369.61,102,199
100332,Ankara,Bilinmeyen İlçe,Kültür Mahallesi,0.1777,1,Very Low,0.9713,0.0215,0.0033,0.003,0.0009,487.27,10075,753
100333,Ankara,Bilinmeyen İlçe,Kocatepe Mahallesi,0.2717,1,Medium,0.6072,0.2121,0.1053,0.0656,0.0099,321.42,10706,929
100334,Ankara,Bilinmeyen İlçe,Meşrutiyet Mahallesi,0.206,1,Low,0.9478,0.0356,0.0062,0.0082,0.0022,405.71,9928,1014
100335,Ankara,Bilinmeyen İlçe,Cumhuriyet Mahallesi,0.2198,1,Low,0.6549,0.2362,0.08,0.0267,0.0023,401.12,102,10
100336,Ankara,Bilinmeyen İlçe,Kızılay Mahallesi,0.1561,1,Very Low,0.9596,0.0276,0.0053,0.0069,0.0006,520.89,4397,563
100337,Ankara,Bilinmeyen İlçe,Korkutreis Mahallesi,0.1812,1,Low,0.9403,0.0461,0.0066,0.0057,0.0013,474.05,13061,1155
100338,Ankara,Bilinmeyen İlçe,Eti Mahallesi,0.1633,1,Very Low,0.9724,0.017,0.0041,0.0058,0.0007,452.37,284,134
100339,Ankara,Bilinmeyen İlçe,Maltepe Mahallesi,0.2221,1,Low,0.901,0.037,0.0203,0.026,0.0157,423.61,31296,2691
100340,Ankara,Bilinmeyen İlçe,Namık Kemal Mahallesi,0.1859,1,Low,0.9301,0.048,0.0107,0.0076,0.0036,494.37,20881,1777
100341,Ankara,Bilinmeyen İlçe,Yücetepe Mahallesi,0.1606,1,Very Low,0.9126,0.0677,0.0138,0.0042,0.0016,484.57,5079,635
100342,Ankara,Bilinmeyen İlçe,Anıttepe Mahallesi,0.2142,1,Low,0.9289,0.0339,0.0076,0.0056,0.0239,467.59,21578,1651
100343,Ankara,Bilinmeyen İlçe,Mebusevleri Mahallesi,0.1731,1,Very Low,0.9801,0.0134,0.0025,0.0031,0.0008,479.36,10272,835
100344,Ankara,Bilinmeyen İlçe,Bahçelievler Mahallesi,0.2078,1,Low,0.9395,0.0382,0.0085,0.0128,0.001,400.02,102,356
100345,Ankara,Bilinmeyen İlçe,Yukarı Bahçelievler Mahallesi,0.1627,1,Very Low,0.9725,0.0125,0.0052,0.0089,0.0009,427.19,7801,542
100346,Ankara,Bilinmeyen İlçe,Emek Mahallesi,0.1821,1,Low,0.9162,0.0587,0.0129,0.0102,0.002,443.01,11540,1110
100347,Ankara,Bilinmeyen İlçe,Balgat Mahallesi,0.1856,1,Low,0.9454,0.0327,0.0069,0.0088,0.0063,537.9,29666,2425
100348,Ankara,Bilinmeyen İlçe,Nasuh Akar Mahallesi,0.1847,1,Low,0.9605,0.0273,0.0046,0.007,0.0007,458.55,20826,1548
100349,Ankara,Bilinmeyen İlçe,Devlet Mahallesi,0.218,1,Low,0.9056,0.0576,0.0126,0.0131,0.0111,495.21,33984,2721
100350,Ankara,Bilinmeyen İlçe,Oğuzlar Mahallesi,0.1761,1,Very Low,0.9623,0.0246,0.0045,0.0079,0.0007,486.2,2509,10
100351,Ankara,Bilinmeyen İlçe,Ehlibeyt Mahallesi,0.1793,1,Very Low,0.9409,0.0423,0.0059,0.0085,0.0025,439.34,102,10
