mah_id,il,ilce,mahalle_adi,risk_score_pred,risk_class_5_pred,risk_label_pred,risk_proba_c1,risk_proba_c2,risk_proba_c3,risk_proba_c4,risk_proba_c5,vs30,population,building_count
98689,Istanbul,Ümraniye,Çamlik Mahallesi̇,0.5450,4,Very High,0.0152,0.0149,0.0098,0.9567,0.0034,402.73,26304,1025
98690,Istanbul,Ümraniye,Dumlupinar Mahallesi̇,0.2874,2,Medium,0.0818,0.7589,0.0698,0.0141,0.0755,519.44,13224,2586
98709,Istanbul,Ümraniye,Esenkent Mahallesi̇,0.3989,2,High,0.0059,0.9397,0.0236,0.0076,0.0233,609.58,22212,2096
40718,Istanbul,Tuzla,Evli̇ya Çelebi̇ Mahallesi̇,0.4723,4,Very High,0.0664,0.0141,0.0078,0.8818,0.0298,391.24,15261,1261
40731,Istanbul,Tuzla,Fati̇h Mahallesi̇,0.4698,4,Very High,0.0153,0.0005,0.0083,0.9719,0.0040,389.36,1251,348
40723,Istanbul,Tuzla,İstasyon Mahallesi̇,0.5955,5,Very High,0.0585,0.0089,0.0115,0.0205,0.9006,412.7,28973,1436
40739,Istanbul,Ümraniye,İsti̇klal Mahallesi̇,0.4598,4,Very High,0.0225,0.0140,0.0281,0.9224,0.0130,395.03,50731,1936
98696,Istanbul,Ümraniye,Mehmet Aki̇f Mahallesi̇,0.3404,2,Medium,0.0092,0.9450,0.0329,0.0010,0.0118,406.68,28842,718
40706,Istanbul,Şişli,Merkez Mahallesi̇,0.4288,3,High,0.0103,0.0026,0.9503,0.0163,0.0205,403.37,13476,1442
40721,Istanbul,Tuzla,Mi̇mar Si̇nan Mahallesi̇,0.4718,4,Very High,0.0412,0.0252,0.0416,0.8788,0.0132,478.43,31240,2429
40736,Istanbul,Ümraniye,Namik Kemal Mahallesi̇,0.4470,3,High,0.0079,0.0049,0.9463,0.0212,0.0198,305.41,30337,1615
40729,Istanbul,Tuzla,Orta Mahallesi̇,0.4347,3,High,0.0020,0.0049,0.9858,0.0026,0.0048,455.29,12024,1043
40710,Istanbul,Şişli,Yayla Mahallesi̇,0.5798,5,Very High,0.0411,0.0006,0.0029,0.0071,0.9483,425.56,12231,980
40715,Istanbul,Tuzla,Yayla Mahallesi̇,0.5005,4,Very High,0.0208,0.0075,0.0061,0.9624,0.0033,425.56,32994,1778
98702,Istanbul,Ümraniye,Si̇te Mahallesi̇,0.3124,2,Medium,0.0749,0.7841,0.0426,0.0310,0.0675,492.87,23764,1494
98664,Istanbul,Üsküdar,Ahmedi̇ye Mahallesi̇,0.3665,2,High,0.0354,0.9244,0.0301,0.0025,0.0076,368.22,9083,629
40785,Istanbul,Üsküdar,Bahçeli̇evler Mahallesi̇,0.4509,4,Very High,0.0278,0.0051,0.0011,0.9630,0.0030,385.59,25685,2360
40790,Istanbul,Üsküdar,Cumhuri̇yet Mahallesi̇,0.5145,4,Very High,0.0938,0.0197,0.0105,0.8700,0.0060,366.08,40351,1940
40814,Istanbul,Üsküdar,Mehmet Aki̇f Ersoy Mahallesi̇,0.3100,2,Medium,0.0219,0.9239,0.0114,0.0201,0.0228,447.23,19741,1981
98668,Istanbul,Üsküdar,Mi̇mar Si̇nan Mahallesi̇,0.2543,2,Medium,0.0679,0.7712,0.0801,0.0305,0.0503,478.43,12313,1072
40833,Istanbul,Zeytinburnu,Yeni̇doğan Mahallesi̇,0.5902,5,Very High,0.0392,0.0018,0.0136,0.0068,0.9387,385.05,10583,565
99138,Istanbul,Fatih,Hirka-İ Şeri̇f Mahallesi̇,0.5665,5,Very High,0.0493,0.0102,0.0017,0.0017,0.9370,280.61,21548,1672
40176,Istanbul,Bağcılar,100 Yil Mahallesi̇,0.4704,4,Very High,0.0323,0.0053,0.0061,0.9438,0.0125,381.07,49592,2907
40169,Istanbul,Bağcılar,15 Temmuz Mahallesi̇,0.4120,3,High,0.0050,0.0269,0.9054,0.0121,0.0506,458.33,52297,3368
40850,Istanbul,Büyükçekmece,19 Mayis Mahallesi̇,0.3966,2,High,0.0268,0.7804,0.0980,0.0052,0.0895,378.87,9309,660
40471,Istanbul,Sultangazi,50 Yil Mahallesi̇,0.5389,4,Very High,0.0414,0.0079,0.0121,0.9243,0.0143,371.37,73774,4204
40467,Istanbul,Sultangazi,75 Yil Mahallesi̇,0.3494,2,Medium,0.0188,0.8026,0.0424,0.0417,0.0944,426.51,33316,1484
40219,Istanbul,Beşiktaş,Abbasağa Mahallesi̇,0.2648,2,Medium,0.0234,0.9454,0.0126,0.0039,0.0148,478.76,4426,500
40504,Istanbul,Güngören,Abdurrahman Nafi̇z Gürman Mahallesi̇,0.4756,4,Very High,0.0248,0.0208,0.0009,0.9384,0.0151,377.13,22660,546
40949,Istanbul,Sultanbeyli,Abdurrahmangazi̇ Mahallesi̇,0.2589,2,Medium,0.0627,0.8047,0.0843,0.0215,0.0268,573.96,29478,3042
40250,Istanbul,Beykoz,Acarlar Mahallesi̇,0.1239,1,Very Low,0.9905,0.0055,0.0014,0.0006,0.0021,489.93,9562,2338
40778,Istanbul,Üsküdar,Acibadem Mahallesi̇,0.4250,3,High,0.0001,0.0443,0.8948,0.0160,0.0448,374.5,25235,875
98684,Istanbul,Ümraniye,Adem Yavuz Mahallesi̇,0.3869,2,High,0.0272,0.9439,0.0142,0.0015,0.0131,299.3,18411,1704
40943,Istanbul,Sultanbeyli,Adi̇l Mahallesi̇,0.3468,2,Medium,0.0499,0.7924,0.0364,0.0118,0.1095,361.85,39274,1332
40869,Istanbul,Beylikdüzü,Adnan Kahveci̇ Mahallesi̇,0.4618,4,Very High,0.0617,0.0400,0.0018,0.8565,0.0400,423.47,120711,1693
40490,Istanbul,Arnavutköy,Adnan Menderes Mahallesi̇,0.3063,2,Medium,0.0344,0.8696,0.0748,0.0095,0.0117,389.23,4888,377
191927,Istanbul,Şile,Ağaçdere Mahallesi̇,0.2787,2,Medium,0.0171,0.9168,0.0425,0.0091,0.0144,382.75,128,84
191741,Istanbul,Eyüpsultan,Ağaçli Mahallesi̇,0.1384,1,Very Low,0.9370,0.0417,0.0100,0.0028,0.0085,445.12,7869,359
40961,Istanbul,Şile,Ağva Merkez Mahallesi̇,0.2532,2,Medium,0.0160,0.9335,0.0192,0.0094,0.0218,334.37,2321,915
40891,Istanbul,Büyükçekmece,Ahmedi̇ye Mahallesi̇,0.4427,3,High,0.0088,0.0164,0.9467,0.0022,0.0259,431.17,1123,329
40632,Istanbul,Pendik,Ahmet Yesevi̇ Mahallesi̇,0.3594,2,High,0.0068,0.8995,0.0661,0.0047,0.0229,507.07,32825,1890
191861,Istanbul,Şile,Ahmetli̇ Mahallesi̇,0.2329,1,Low,0.9551,0.0339,0.0075,0.0015,0.0021,405.03,3520,893
191781,Istanbul,Çatalca,Akalan Mahallesi̇,0.1562,1,Low,0.9522,0.0244,0.0136,0.0034,0.0064,412.09,1223,432
40234,Istanbul,Beşiktaş,Akat Mahallesi̇,0.2669,2,Medium,0.0581,0.8690,0.0107,0.0191,0.0430,403.36,13021,1363
191701,Istanbul,Beykoz,Akbaba Mahallesi̇,0.1585,1,Low,0.9698,0.0260,0.0028,0.0006,0.0009,417.25,2926,732
40880,Istanbul,Esenyurt,Akçaburgaz Mahallesi̇,0.4928,4,Very High,0.0508,0.0084,0.0111,0.9062,0.0234,376.96,28843,1577
191863,Istanbul,Şile,Akçakese Mahallesi̇,0.1296,1,Very Low,0.9182,0.0440,0.0057,0.0033,0.0287,454.91,571,393
181498,Istanbul,Esenyurt,Akevler Mahallesi̇,0.4227,3,High,0.0029,0.0068,0.9798,0.0010,0.0096,411.63,13054,125
40725,Istanbul,Tuzla,Akfirat Mahallesi̇,0.4033,3,High,0.0010,0.0320,0.9300,0.0060,0.0309,409.88,2988,493
40497,Istanbul,Güngören,Akincilar Mahallesi̇,0.4410,3,High,0.0039,0.0185,0.8916,0.0120,0.0739,342.74,19859,723
191835,Istanbul,Silivri,Akören Mahallesi̇,0.2677,2,Medium,0.0189,0.9358,0.0026,0.0144,0.0283,397.82,1499,1210
191743,Istanbul,Eyüpsultan,Akpinar Mahallesi̇,0.2970,2,Medium,0.0095,0.8672,0.0259,0.0053,0.0920,410.92,1164,453
99127,Istanbul,Fatih,Aksaray Mahallesi̇,0.5436,4,Very High,0.0369,0.0131,0.0443,0.8954,0.0104,348.36,8762,1565
181504,Istanbul,Esenyurt,Akşemseddi̇n Mahallesi̇,0.4988,4,Very High,0.0039,0.0035,0.0047,0.9848,0.0031,462.8,8426,538
40956,Istanbul,Sultanbeyli,Akşemsetti̇n Mahallesi̇,0.3699,2,High,0.0109,0.9525,0.0105,0.0062,0.0199,436.61,14672,1702
191947,Istanbul,Şile,Alacali Mahallesi̇,0.1821,1,Low,0.9925,0.0041,0.0020,0.0003,0.0011,399.3,722,569
40749,Istanbul,Çekmeköy,Alemdağ Mahallesi̇,0.1882,1,Low,0.9657,0.0272,0.0001,0.0020,0.0050,493.73,10598,1051
40307,Istanbul,Fatih,Alemdar Mahallesi̇,0.5466,4,Very High,0.0668,0.0023,0.0692,0.8606,0.0012,365.83,299,434
99141,Istanbul,Fatih,Ali̇ Kuşçu Mahallesi̇,0.4048,3,High,0.0042,0.0066,0.9755,0.0003,0.0134,404.93,9997,1046
191703,Istanbul,Beykoz,Ali̇bahadir Mahallesi̇,0.1207,1,Very Low,0.9980,0.0018,0.0001,0.0000,0.0000,432.66,853,319
40920,Istanbul,Silivri,Ali̇bey Mahallesi̇,0.3976,2,High,0.0338,0.9258,0.0078,0.0111,0.0215,436.6,18853,982
40359,Istanbul,Eyüpsultan,Ali̇beyköy Mahallesi̇,0.3460,2,Medium,0.0112,0.9571,0.0121,0.0074,0.0123,385.84,14709,1619
40927,Istanbul,Silivri,Ali̇paşa Mahallesi̇,0.3073,2,Medium,0.0869,0.8135,0.0722,0.0090,0.0184,388.7,1108,952
40844,Istanbul,Büyükçekmece,Alkent 2000 Mahallesi̇,0.3203,2,Medium,0.0112,0.9651,0.0088,0.0017,0.0132,473.45,8720,1527
40612,Istanbul,Maltepe,Altayçeşme Mahallesi̇,0.3676,2,High,0.0190,0.7639,0.0445,0.0743,0.0983,409.99,34384,1107
40598,Istanbul,Başakşehir,Altinşehi̇r Mahallesi̇,0.4555,4,Very High,0.0316,0.0200,0.0310,0.9142,0.0031,331.04,29434,1491
40613,Istanbul,Maltepe,Altintepe Mahallesi̇,0.4303,3,High,0.0217,0.0177,0.8950,0.0192,0.0464,395.5,33507,1366
40207,Istanbul,Bayrampaşa,Altintepsi̇ Mahallesi̇,0.6320,5,Very High,0.0055,0.0003,0.0021,0.0027,0.9894,348.8,31153,2390
40781,Istanbul,Üsküdar,Altuni̇zade Mahallesi̇,0.3463,2,Medium,0.0390,0.8685,0.0571,0.0113,0.0241,380.41,13195,846
40146,Istanbul,Avcılar,Ambarli Mahallesi̇,0.6891,5,Very High,0.0317,0.0055,0.0042,0.0173,0.9412,457.81,35817,1706
40243,Istanbul,Beykoz,Anadolu Hi̇sari Mahallesi̇,0.2078,1,Low,0.9357,0.0503,0.0084,0.0013,0.0043,480.34,2715,698
40256,Istanbul,Beykoz,Anadolu Kavaği Mahallesi̇,0.0893,1,Very Low,0.9681,0.0258,0.0029,0.0013,0.0019,565.64,1345,423
40730,Istanbul,Tuzla,Anadolu Mahallesi̇,0.5388,4,Very High,0.0824,0.0371,0.0000,0.8720,0.0085,404.38,904,204
191705,Istanbul,Beykoz,Anadolufeneri̇ Mahallesi̇,0.1387,1,Very Low,0.9989,0.0009,0.0001,0.0000,0.0000,417.48,721,429
40299,Istanbul,Beyoğlu,Arap Cami̇ Mahallesi̇,0.4972,4,Very High,0.0227,0.0157,0.0341,0.9135,0.0140,305.74,104,509
40861,Istanbul,Esenyurt,Ardiçli Mahallesi̇,0.4347,3,High,0.0220,0.0326,0.8679,0.0132,0.0643,451.65,8751,752
98686,Istanbul,Ümraniye,Armağanevler Mahallesi̇,0.3848,2,High,0.0732,0.7666,0.0703,0.0264,0.0635,418.23,42319,1759
40231,Istanbul,Beşiktaş,Arnavutköy Mahallesi̇,0.1770,1,Low,0.9950,0.0036,0.0010,0.0001,0.0004,584.97,3689,1149
40478,Istanbul,Arnavutköy,Arnavutköy Merkez Mahallesi̇,0.3527,2,High,0.0285,0.9199,0.0133,0.0143,0.0240,398.99,24832,1355
40742,Istanbul,Ümraniye,Aşaği Dudullu Mahallesi̇,0.4762,4,Very High,0.0431,0.0231,0.0584,0.8731,0.0024,323.48,16440,1417
181518,Istanbul,Esenyurt,Aşik Veysel Mahallesi̇,0.3964,2,High,0.0049,0.9034,0.0298,0.0202,0.0417,339.78,16535,433
98687,Istanbul,Ataşehir,Aşikveysel Mahallesi̇,0.4095,3,High,0.0136,0.0345,0.8761,0.0307,0.0451,397.37,13641,1226
40281,Istanbul,Beyoğlu,Asmali Mesci̇t Mahallesi̇,0.3212,2,Medium,0.0131,0.9070,0.0528,0.0123,0.0149,406.83,440,360
40582,Istanbul,Küçükçekmece,Atakent Mahallesi̇,0.5728,5,Very High,0.0108,0.0020,0.0022,0.0051,0.9799,379.78,113486,1233
40202,Istanbul,Bakırköy,Ataköy 1 Kisim Mahallesi̇,0.6295,5,Very High,0.0200,0.0045,0.0024,0.0038,0.9694,348.29,1727,97
40194,Istanbul,Bakırköy,Ataköy 2-5-6 Kisim Mahallesi̇,0.7046,5,Very High,0.0231,0.0013,0.0100,0.0092,0.9563,262.13,15100,239
40201,Istanbul,Bakırköy,Ataköy 3-4-11 Kisim Mahallesi̇,0.5374,4,Very High,0.0700,0.0068,0.0114,0.8986,0.0132,354.09,8012,273
40196,Istanbul,Bakırköy,Ataköy 7-8-9-10 Kisim Mahallesi̇,0.6838,5,Very High,0.0055,0.0016,0.0012,0.0006,0.9911,315.43,27740,551
40554,Istanbul,Kartal,Atalar Mahallesi̇,0.4598,4,Very High,0.0123,0.0087,0.0003,0.9773,0.0014,419.46,33383,1618
40845,Istanbul,Büyükçekmece,Atatürk Mahallesi̇,0.5604,5,Very High,0.0154,0.0008,0.0052,0.0022,0.9763,330.7,17852,1258
99140,Istanbul,Fatih,Ati̇kali̇ Mahallesi̇,0.5384,4,Very High,0.0081,0.0011,0.0063,0.9824,0.0020,334.51,14243,1032
40354,Istanbul,Esenler,Atişalani Mahallesi̇,0.3941,2,High,0.0025,0.7872,0.0028,0.0831,0.1244,383.03,35375,1940
191949,Istanbul,Şile,Avcikoru Mahallesi̇,0.3118,2,Medium,0.0436,0.8164,0.0007,0.0137,0.1255,338.51,154,132
40686,Istanbul,Sarıyer,Ayazağa Mahallesi̇,0.3809,2,High,0.0784,0.7512,0.0634,0.0454,0.0616,400.46,37703,2811
40617,Istanbul,Maltepe,Aydinevler Mahallesi̇,0.3285,2,Medium,0.0035,0.9097,0.0269,0.0082,0.0517,411.7,23071,1087
191783,Istanbul,Çatalca,Aydinlar Mahallesi̇,0.2139,1,Low,0.9050,0.0546,0.0104,0.0002,0.0298,361.06,894,653
40720,Istanbul,Tuzla,Aydinli Mahallesi̇,0.6746,5,Very High,0.0397,0.0053,0.0150,0.0090,0.9310,411.23,79680,5438
40717,Istanbul,Tuzla,Aydintepe Mahallesi̇,0.6399,5,Very High,0.0750,0.0040,0.0118,0.0004,0.9089,433.96,28888,1520
99146,Istanbul,Fatih,Ayvansaray Mahallesi̇,0.3518,2,High,0.0141,0.8518,0.0662,0.0035,0.0644,451.63,16626,2708
98665,Istanbul,Üsküdar,Azi̇z Mahmut Hüdayi̇ Mahallesi̇,0.2327,1,Low,0.8940,0.0866,0.0038,0.0035,0.0120,528.77,8978,870
40155,Istanbul,Bağcılar,Bağlar Mahallesi̇,0.4931,4,Very High,0.0104,0.0095,0.0063,0.9736,0.0002,449.47,17730,1326
40454,Istanbul,Gaziosmanpaşa,Bağlarbaşi Mahallesi̇,0.3723,2,High,0.0875,0.8052,0.0302,0.0209,0.0562,433.58,31125,1797
40684,Istanbul,Sarıyer,Bahçeköy Kemer Mahallesi̇,0.2487,1,Low,0.9809,0.0167,0.0014,0.0004,0.0007,382.79,2330,327
40682,Istanbul,Sarıyer,Bahçeköy Merkez Mahallesi̇,0.2551,2,Medium,0.0315,0.9067,0.0407,0.0061,0.0150,393.5,3878,305
40683,Istanbul,Sarıyer,Bahçeköy Yeni̇ Mahallesi̇,0.1568,1,Low,0.8590,0.1099,0.0121,0.0017,0.0173,464.49,5461,395
40882,Istanbul,Büyükçekmece,Bahçeli̇evler Mahallesi̇,0.3577,2,High,0.0004,0.9315,0.0310,0.0137,0.0234,502.05,4855,1970
40871,Istanbul,Başakşehir,Bahçeşehi̇r 1 Kisim Mahallesi̇,0.3735,2,High,0.0048,0.8759,0.0743,0.0145,0.0305,452.92,39987,2289
40872,Istanbul,Başakşehir,Bahçeşehi̇r 2 Kisim Mahallesi̇,0.3034,2,Medium,0.0332,0.7946,0.0846,0.0257,0.0618,472.59,66303,2965
40902,Istanbul,Çatalca,Bahşayi̇ş Mahallesi̇,0.2915,2,Medium,0.0735,0.8250,0.0692,0.0078,0.0245,376.0,443,216
40257,Istanbul,Beykoz,Baklaci Mahallesi̇,0.2629,2,Medium,0.0316,0.9182,0.0171,0.0077,0.0254,416.37,3497,1099
191981,Istanbul,Arnavutköy,Baklali Mahallesi̇,0.2742,2,Medium,0.0825,0.8254,0.0248,0.0331,0.0342,382.5,921,540
191983,Istanbul,Arnavutköy,Balaban Mahallesi̇,0.1469,1,Very Low,0.9564,0.0356,0.0031,0.0006,0.0043,421.74,502,303
40308,Istanbul,Fatih,Balabanağa Mahallesi̇,0.4196,3,High,0.0074,0.0323,0.8989,0.0274,0.0340,396.31,222,174
99145,Istanbul,Fatih,Balat Mahallesi̇,0.3707,2,High,0.0375,0.7592,0.0652,0.0062,0.1319,432.68,11707,1878
40960,Istanbul,Şile,Bali̇bey Mahallesi̇,0.2077,1,Low,0.8828,0.1090,0.0013,0.0009,0.0059,421.94,4273,1931
181510,Istanbul,Esenyurt,Balikyolu Mahallesi̇,0.3330,2,Medium,0.0108,0.9509,0.0018,0.0015,0.0350,517.7,32057,1412
191755,Istanbul,Pendik,Ballica Mahallesi̇,0.3460,2,Medium,0.0034,0.8639,0.0853,0.0222,0.0252,380.43,630,342
40223,Istanbul,Beşiktaş,Balmumcu Mahallesi̇,0.2432,1,Low,0.9436,0.0513,0.0021,0.0014,0.0016,443.25,3134,357
40657,Istanbul,Sarıyer,Baltali̇mani Mahallesi̇,0.1862,1,Low,0.9707,0.0190,0.0053,0.0007,0.0044,467.6,5436,1306
181488,Istanbul,Esenyurt,Barbaros Hayretti̇n Paşa Mahallesi̇,0.3876,2,High,0.0604,0.8693,0.0203,0.0165,0.0334,386.54,28990,366
40786,Istanbul,Üsküdar,Barbaros Mahallesi̇,0.2981,2,Medium,0.0387,0.8641,0.0023,0.0086,0.0863,419.54,17582,659
40875,Istanbul,Beylikdüzü,Bariş Mahallesi̇,0.5034,4,Very High,0.0417,0.0229,0.0224,0.8856,0.0274,432.97,60778,830
40357,Istanbul,Başakşehir,Başak Mahallesi̇,0.4875,4,Very High,0.0493,0.0356,0.0144,0.8845,0.0162,369.68,75715,1537
40581,Istanbul,Başakşehir,Başakşehi̇r Mahallesi̇,0.4235,3,High,0.0137,0.0269,0.9135,0.0065,0.0394,372.22,75532,825
40625,Istanbul,Maltepe,Başibüyük Mahallesi̇,0.3444,2,Medium,0.0495,0.8713,0.0282,0.0223,0.0287,506.95,28888,2494
40200,Istanbul,Bakırköy,Basinköy Mahallesi̇,0.5360,4,Very High,0.0102,0.0065,0.0058,0.9709,0.0066,419.44,6232,666
40633,Istanbul,Pendik,Bati Mahallesi̇,0.6809,5,Very High,0.0482,0.0135,0.0024,0.0220,0.9140,291.19,14662,989
181526,Istanbul,Esenyurt,Battalgazi̇ Mahallesi̇,0.4539,4,Very High,0.0103,0.0047,0.0138,0.9660,0.0052,406.24,19563,871
40232,Istanbul,Beşiktaş,Bebek Mahallesi̇,0.1751,1,Low,0.8667,0.1189,0.0056,0.0028,0.0061,566.88,5582,933
40300,Istanbul,Beyoğlu,Bedretti̇n Mahallesi̇,0.4910,4,Very High,0.0326,0.0174,0.0041,0.9458,0.0000,354.14,604,256
191845,Istanbul,Silivri,Beki̇rli̇ Mahallesi̇,0.2161,1,Low,0.9069,0.0756,0.0108,0.0015,0.0052,394.22,238,284
191823,Istanbul,Çatalca,Belgrat Mahallesi̇,0.1639,1,Low,0.9035,0.0543,0.0049,0.0108,0.0266,471.38,416,242
40298,Istanbul,Beyoğlu,Bereketzade Mahallesi̇,0.4367,3,High,0.0097,0.0361,0.8813,0.0142,0.0586,313.39,414,315
40838,Istanbul,Zeytinburnu,Beştelsi̇z Mahallesi̇,0.5223,4,Very High,0.0085,0.0000,0.0104,0.9780,0.0031,354.98,22098,1623
40603,Istanbul,Küçükçekmece,Beşyol Mahallesi̇,0.6424,5,Very High,0.0412,0.0080,0.0046,0.0208,0.9253,343.72,3823,238
40309,Istanbul,Fatih,Beyazit Mahallesi̇,0.6595,5,Very High,0.0427,0.0074,0.0215,0.0263,0.9022,341.62,50,397
191847,Istanbul,Silivri,Beyci̇ler Mahallesi̇,0.2456,1,Low,0.9392,0.0544,0.0043,0.0008,0.0013,359.8,1510,845
40787,Istanbul,Üsküdar,Beylerbeyi̇ Mahallesi̇,0.1769,1,Low,0.9280,0.0465,0.0034,0.0020,0.0201,504.04,5608,949
191951,Istanbul,Şile,Biçkidere Mahallesi̇,0.3042,2,Medium,0.0226,0.9050,0.0002,0.0013,0.0710,358.09,386,192
40310,Istanbul,Fatih,Bi̇nbi̇rdi̇rek Mahallesi̇,0.5797,5,Very High,0.0244,0.0101,0.0042,0.0049,0.9564,365.71,1423,303
40348,Istanbul,Esenler,Bi̇rli̇k Mahallesi̇,0.5658,5,Very High,0.0209,0.0072,0.0117,0.0058,0.9543,344.91,28665,1855
40483,Istanbul,Arnavutköy,Boğazköy İsti̇klal Mahallesi̇,0.3652,2,High,0.0184,0.9377,0.0073,0.0135,0.0231,386.11,13547,1550
40487,Istanbul,Arnavutköy,Bolluca Mahallesi̇,0.3883,2,High,0.0085,0.9247,0.0403,0.0068,0.0199,350.15,9232,790
40291,Istanbul,Beyoğlu,Bostan Mahallesi̇,0.2991,2,Medium,0.0476,0.8525,0.0667,0.0125,0.0207,432.1,1950,454
40523,Istanbul,Kadıköy,Bostanci Mahallesi̇,0.3443,2,Medium,0.0041,0.8236,0.1267,0.0151,0.0304,407.37,35385,1445
191985,Istanbul,Arnavutköy,Boyalik Mahallesi̇,0.3098,2,Medium,0.0136,0.9608,0.0015,0.0009,0.0232,394.68,789,539
16785,Istanbul,Şile,Bozgoca Mahallesi̇,0.1278,1,Very Low,0.8681,0.0704,0.0243,0.0080,0.0291,470.78,132,101
191725,Istanbul,Beykoz,Bozhane Mahallesi̇,0.1588,1,Low,0.8548,0.0927,0.0017,0.0248,0.0260,434.95,504,289
40687,Istanbul,Şişli,Bozkurt Mahallesi̇,0.4352,3,High,0.0144,0.0183,0.9151,0.0044,0.0479,372.76,10588,951
191897,Istanbul,Şile,Bucakli Mahallesi̇,0.1567,1,Low,0.9131,0.0817,0.0035,0.0007,0.0010,491.3,424,301
40292,Istanbul,Beyoğlu,Bülbül Mahallesi̇,0.4085,3,High,0.0019,0.0165,0.9544,0.0144,0.0127,401.28,2962,763
40788,Istanbul,Üsküdar,Bulgurlu Mahallesi̇,0.2374,1,Low,0.8613,0.1251,0.0019,0.0035,0.0082,483.81,32183,1401
40139,Istanbul,Adalar,Burgazada Mahallesi̇,0.5955,5,Very High,0.0138,0.0013,0.0049,0.0048,0.9752,528.7,1696,847
40789,Istanbul,Üsküdar,Burhani̇ye Mahallesi̇,0.2847,2,Medium,0.0139,0.8071,0.0902,0.0147,0.0741,469.86,17209,1748
40941,Istanbul,Silivri,Büyük Çavuşlu Mahallesi̇,0.2302,1,Low,0.8562,0.1289,0.0093,0.0008,0.0048,379.36,3524,1601
16775,Istanbul,Silivri,Büyük Kiliçli Mahallesi̇,0.1389,1,Very Low,0.8571,0.1280,0.0101,0.0017,0.0031,430.86,1385,933
16771,Istanbul,Silivri,Büyük Si̇nekli̇ Mahallesi̇,0.1622,1,Low,0.9047,0.0902,0.0021,0.0007,0.0023,402.73,436,331
40624,Istanbul,Maltepe,Büyükbakkalköy Mahallesi̇,0.2448,1,Low,0.9048,0.0569,0.0225,0.0004,0.0154,474.03,12165,876
40658,Istanbul,Sarıyer,Büyükdere Mahallesi̇,0.0833,1,Very Low,0.8873,0.0710,0.0034,0.0005,0.0378,548.21,8593,1856
40877,Istanbul,Beylikdüzü,Büyükşehi̇r Mahallesi̇,0.4757,4,Very High,0.0527,0.0310,0.0387,0.8627,0.0149,408.63,2343,251
40521,Istanbul,Kadıköy,Caddebostan Mahallesi̇,0.3400,2,Medium,0.0038,0.9299,0.0327,0.0108,0.0227,388.33,21263,1081
40512,Istanbul,Kadıköy,Caferağa Mahallesi̇,0.4783,4,Very High,0.0304,0.0070,0.0454,0.9057,0.0115,307.54,22476,2370
40535,Istanbul,Kağıthane,Çağlayan Mahallesi̇,0.2511,2,Medium,0.0840,0.8101,0.0199,0.0137,0.0722,470.66,33478,2208
40899,Istanbul,Çatalca,Çakil Mahallesi̇,0.3997,2,High,0.0473,0.7931,0.0081,0.0078,0.1438,432.0,2971,1749
40738,Istanbul,Ümraniye,Çakmak Mahallesi̇,0.3713,2,High,0.0137,0.9491,0.0004,0.0049,0.0319,408.88,40661,1578
99334,Istanbul,Büyükçekmece,Çakmakli Mahallesi̇,0.2631,2,Medium,0.0041,0.8307,0.0880,0.0059,0.0713,490.26,5942,520
40649,Istanbul,Pendik,Çamçeşme Mahallesi̇,0.6704,5,Very High,0.0073,0.0017,0.0020,0.0024,0.9866,375.49,34516,1933
40724,Istanbul,Tuzla,Cami̇ Mahallesi̇,0.5533,5,Very High,0.0507,0.0033,0.0049,0.0011,0.9399,452.32,6576,935
40301,Istanbul,Beyoğlu,Cami̇i̇kebi̇r Mahallesi̇,0.5114,4,Very High,0.0450,0.0163,0.0375,0.8925,0.0088,400.6,2732,689
40253,Istanbul,Beykoz,Çamlibahçe Mahallesi̇,0.1965,1,Low,0.8895,0.0776,0.0119,0.0027,0.0184,472.26,6755,1118
40753,Istanbul,Çekmeköy,Çamlik Mahallesi̇,0.1780,1,Low,0.8879,0.0948,0.0093,0.0024,0.0056,528.45,21325,962
40660,Istanbul,Sarıyer,Çamlitepe Mahallesi̇,0.3500,2,High,0.0062,0.8115,0.0375,0.0155,0.1293,351.04,5951,968
191785,Istanbul,Çatalca,Çanakça Mahallesi̇,0.2686,2,Medium,0.0198,0.9376,0.0250,0.0042,0.0134,409.11,3159,1211
40311,Istanbul,Fatih,Cankurtaran Mahallesi̇,0.4972,4,Very High,0.0634,0.0129,0.0050,0.9066,0.0120,448.69,1127,625
40930,Istanbul,Silivri,Çanta Balaban Mahallesi̇,0.2549,2,Medium,0.0057,0.9061,0.0402,0.0115,0.0365,429.42,5022,2941
40931,Istanbul,Silivri,Çanta Sancaktepe Mahallesi̇,0.3309,2,Medium,0.0565,0.7649,0.0199,0.0574,0.1013,432.92,6777,2247
191899,Istanbul,Şile,Çatakli Mahallesi̇,0.1338,1,Very Low,0.9336,0.0487,0.0057,0.0011,0.0110,504.42,255,120
40750,Istanbul,Çekmeköy,Çatalmeşe Mahallesi̇,0.2601,2,Medium,0.0320,0.7893,0.0266,0.0654,0.0868,373.73,15805,1269
40283,Istanbul,Beyoğlu,Çatma Mesci̇t Mahallesi̇,0.2793,2,Medium,0.0410,0.8473,0.0027,0.0137,0.0952,419.07,2159,274
40959,Istanbul,Şile,Çavuş Mahallesi̇,0.2981,2,Medium,0.0178,0.9485,0.0190,0.0020,0.0127,362.84,13355,1854
