mah_id,mahalle_adi,ilce_adi,toplam_nufus,toplam_bina,vs30_mean,rjb_distance_km,pga_scenario_mw72,pga_scenario_mw75,earthquake_min_distance_km,earthquake_count_10km,max_magnitude_nearby_20km,strong_earthquakes_20km,insan_etkisi,bina_etkisi,zemin_etkisi,altyapi_etkisi,barinma_etkisi,risk_score,risk_class_5,ml_predicted_class,ml_confidence,ml_risk_score,ml_proba_class_1,ml_proba_class_2,ml_proba_class_3,ml_proba_class_4,ml_proba_class_5,ml_ensemble_score
100199,Bağlıca Mahallesi,Bilinmeyen İlçe,11598,1146,399.3250388673116,53.97908616685394,0.0032553960442637,0.004015290292812,3.684330892295726,23,3.4724198298814057,1,0.1945123750418254,0.1945123750418254,0.1559524315500118,0.1462958094634037,0.1945123750418254,0.1462958094634037,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100200,Örnek Mahallesi,Bilinmeyen İlçe,19246,1414,482.555397848249,26.067416729081923,0.0034240871063333,0.0028837383426157,6.104599875359046,21,3.590968454471128,0,0.1791013283542363,0.1791013283542363,0.1740460538619388,0.2860840987798606,0.1791013283542363,0.2860840987798606,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100201,Ergazi Mahallesi,Bilinmeyen İlçe,5342,431,434.2401808154096,44.04083315033177,0.0027309813784312,0.0035334578621186,2.52931236570799,26,4.001222283785061,3,0.1353870119049115,0.1353870119049115,0.193416529549123,0.2075219189459101,0.1353870119049115,0.2075219189459101,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100202,Batı Sitesi Mahallesi,Bilinmeyen İlçe,26665,2059,476.8119535128302,42.34068592041204,0.0029513315906686,0.003248105207948,7.42959411378877,9,3.256388329661114,1,0.1820266795815517,0.1820266795815517,0.3567922598274755,0.2377849927039204,0.1820266795815517,0.2377849927039204,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100203,Yeni Batı Mahallesi,Bilinmeyen İlçe,25481,2527,513.1258877240355,42.48426714823683,0.0038169740917618,0.0043773877724232,8.537543566518842,10,3.393794492450479,0,0.1223403908282556,0.1223403908282556,0.2794119434393137,0.0739984095409025,0.1223403908282556,0.0739984095409025,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100204,Şeker Mahallesi,Bilinmeyen İlçe,19618,1811,418.4728087288522,40.48233071936676,0.0039770787168751,0.003247126647869,2.882184825886799,29,4.388776157159239,1,0.1501847835923923,0.1501847835923923,0.1906012613969293,0.1708816498779279,0.1501847835923923,0.1708816498779279,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100205,Şehit Osman Avcı Mahallesi,Bilinmeyen İlçe,27578,2635,488.6065846969891,30.77982967497599,0.0039935305558497,0.003234514551094,4.329724437657097,18,4.266248126214432,3,0.1926987988276111,0.1926987988276111,0.0476351937844557,0.1822035524558121,0.1926987988276111,0.1822035524558121,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100206,Altay Mahallesi,Bilinmeyen İlçe,14566,983,477.8878758124397,37.31039105319426,0.0038777378491577,0.0042865098626074,4.068388861763674,13,3.777815730317482,0,0.1274170261920188,0.1274170261920188,0.3245257014944852,0.2156760010479139,0.1274170261920188,0.2156760010479139,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100207,Göksu Mahallesi,Bilinmeyen İlçe,15757,1472,480.4660430031231,35.989115700713285,0.0029167654358823,0.0036059393393259,3.2088878129073306,24,3.886596179242245,0,0.1537388133960984,0.1537388133960984,0.2086856284889942,0.1882120049943141,0.1537388133960984,0.1882120049943141,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100208,Şeyh Şamil Mahallesi,Bilinmeyen İlçe,8685,574,443.7025451213213,24.3125021715368,0.0027544231264289,0.0033575622533151,4.48764049500924,12,3.781470740041961,0,0.1739720759043032,0.1739720759043032,0.2009844283297913,0.2631137034359362,0.1739720759043032,0.2631137034359362,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100209,Tunahan Mahallesi,Bilinmeyen İlçe,100,10,431.2722894760245,33.677642384449086,0.0036846273987109,0.0029307163134751,4.241191002028316,18,4.064355002912602,0,0.1309879222034898,0.1309879222034898,0.2474848663700178,0.1490942819485511,0.1309879222034898,0.1490942819485511,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100210,Güzelkent Mahallesi,Bilinmeyen İlçe,18929,1220,432.6014902114807,42.19933070443868,0.0030919172581612,0.0048465168319902,5.699600049135815,4,3.771360725873278,0,0.0611876833266774,0.0611876833266774,0.0991386464996606,0.1763718878933896,0.0611876833266774,0.1763718878933896,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100211,Eryaman Mahallesi,Bilinmeyen İlçe,100,10,487.3293327773952,55.15762215675578,0.0035647367946719,0.0038408453449519,4.171757664108909,23,4.167155959572118,2,0.1568410914835646,0.1568410914835646,0.2460882253220715,0.1156886091917855,0.1568410914835646,0.1156886091917855,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100212,Yavuz Selim Mahallesi,Bilinmeyen İlçe,10703,1232,530.1324982001007,38.68804757337315,0.003475724638529,0.0033167464898159,1.5922568263465622,5,4.268866630552459,0,0.1363003459085348,0.1363003459085348,0.270956027947305,0.1246935350446018,0.1363003459085348,0.1246935350446018,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100213,Yeşilova Mahallesi,Bilinmeyen İlçe,6774,1101,379.5633495867071,45.676814384175614,0.0019516621507151,0.0039318959122848,3.2153492196231066,19,3.4125423194695395,0,0.1645426400088353,0.1645426400088353,0.2013699791459345,0.1676526378110613,0.1645426400088353,0.1676526378110613,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100214,Etiler Mahallesi,Bilinmeyen İlçe,4182,515,387.3588074914773,41.42025913453959,0.0036089795761527,0.0032434018177433,3.564162218504796,12,4.153917562508213,1,0.1597053815476679,0.1597053815476679,0.1618166280130861,0.2408815706265769,0.1597053815476679,0.2408815706265769,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100215,Erler Mahallesi,Bilinmeyen İlçe,16765,1335,403.52433375412335,30.713430023116565,0.0032674086681729,0.0041144902512445,3.72538450594241,19,3.1738918944193792,0,0.12076911346714,0.12076911346714,0.3163303861868891,0.1983600839536344,0.12076911346714,0.1983600839536344,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100216,30 Ağustos Mahallesi,Bilinmeyen İlçe,2763,83,450.2103510821221,47.89379660736283,0.0037955096528875,0.0033971157009851,4.910513638474804,2,4.381757770729839,2,0.0799498580921957,0.0799498580921957,0.2191982550629709,0.2229793390844557,0.0799498580921957,0.2229793390844557,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100217,Ayyıldız Mahallesi,Bilinmeyen İlçe,13250,678,501.07183207038975,41.37050779422061,0.0032541343198372,0.0054631188532181,0.8317741210028231,32,3.713765744179893,0,0.1643664452201504,0.1643664452201504,0.1257494357304936,0.1819101581887476,0.1643664452201504,0.1819101581887476,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100218,Bahçekapı Mahallesi,Bilinmeyen İlçe,14669,1043,404.9808141625401,34.005306258974,0.0036106178300334,0.0032564209886771,7.858234037102061,8,3.8975042408769625,0,0.1276878662890124,0.1276878662890124,0.3048406191032163,0.3109165299977847,0.1276878662890124,0.3109165299977847,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100219,Başpınar Mahallesi,Bilinmeyen İlçe,9083,890,460.3880299817556,51.81869297666934,0.0026405838061956,0.0038725026564386,4.610605407766637,14,3.827525745334512,1,0.1626120198213338,0.1626120198213338,0.3762494446049748,0.2591269811369131,0.1626120198213338,0.2591269811369131,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100220,Doğantepe Mahallesi,Bilinmeyen İlçe,22822,1810,400.449095446569,48.52537262964234,0.0034380233962648,0.0042363353378754,3.792038748061541,12,3.3081547512423697,0,0.1303764446969563,0.1303764446969563,0.2125252921375706,0.130718315442028,0.1303764446969563,0.130718315442028,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100221,Solfasol Mahallesi,Bilinmeyen İlçe,100,68,451.0833512372257,43.976397758101456,0.0021754832823253,0.0035049403049148,9.151275084331676,11,4.047424701971689,0,0.1908003424387211,0.1908003424387211,0.174086678334013,0.3048417918749335,0.1908003424387211,0.3048417918749335,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100222,Yıldıztepe Mahallesi,Bilinmeyen İlçe,23650,1923,523.3772640009342,28.58977845962382,0.0025877429192361,0.0031957051383801,3.9420445838719695,4,4.166924920128597,0,0.1370572799815084,0.1370572799815084,0.2683451302747717,0.3027600627703141,0.1370572799815084,0.3027600627703141,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100223,Güneşevler Mahallesi,Bilinmeyen İlçe,10568,510,501.8085772019832,23.575845314513305,0.0023954828015054,0.0033808309138432,5.245686877080396,4,3.7168051830302056,1,0.1857581200380342,0.1857581200380342,0.4027534921834795,0.248593359299667,0.1857581200380342,0.248593359299667,2,2,0.8930055553836217,0.5267486111540945,0.0,0.8930055553836217,0.10699444461637832,0.0,0.0,0.5267486111540945
100224,Aydınlıkevler Mahallesi,Bilinmeyen İlçe,8542,883,482.7684844430738,44.18418936676141,0.0030886093925358,0.003043972948923,2.94380718435614,14,3.844673022753912,1,0.1160279538534143,0.1160279538534143,0.283867355888686,0.3248459542423513,0.1160279538534143,0.3248459542423513,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100225,Ulubey Mahallesi,Bilinmeyen İlçe,100,124,450.4291228803753,43.64546046796493,0.0027846426497698,0.0034269700574764,5.259000902016198,11,3.34383760478903,1,0.1383042484677773,0.1383042484677773,0.1007563919137502,0.2617192627673534,0.1383042484677773,0.2617192627673534,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100226,Önder Mahallesi,Bilinmeyen İlçe,17041,1506,323.0403727124244,36.11007242767433,0.0035767817143299,0.0032406960104848,2.843875700072572,8,3.7795167132081984,0,0.1074314774843594,0.1074314774843594,0.2139072913272801,0.2331044479946552,0.1074314774843594,0.2331044479946552,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100227,Gültepe Mahallesi,Bilinmeyen İlçe,27176,2172,429.4569275021194,50.445834357562354,0.0020651291501522,0.0033057396124084,5.380847779850115,19,3.6470579920427353,0,0.151722050585292,0.151722050585292,0.1582142425881327,0.181254692510297,0.151722050585292,0.181254692510297,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100228,Atıfbey Mahallesi,Bilinmeyen İlçe,13504,1135,559.0650143365148,44.113778184518665,0.0029325995642463,0.0031467197105832,5.533345527566641,5,3.853949323861372,0,0.1743706963452421,0.1743706963452421,0.3071687832509294,0.0770035232853513,0.1743706963452421,0.0770035232853513,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100229,Bostancık Mahallesi,Bilinmeyen İlçe,26634,2152,480.2656589598193,50.864991578078254,0.0023141631513847,0.0031452794987862,4.422902608248591,7,4.320480972751042,1,0.1071613953086603,0.1071613953086603,0.1538280379139129,0.1762591572946241,0.1071613953086603,0.1762591572946241,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100230,Ekin Mahallesi,Bilinmeyen İlçe,15567,1230,448.7649413610711,34.16898946201591,0.0022427648454096,0.0036607966056696,8.509866143294483,15,3.8675792351742646,1,0.1846361377558429,0.1846361377558429,0.2661863037138242,0.2979114139453465,0.1846361377558429,0.2979114139453465,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100231,Başak Mahallesi,Bilinmeyen İlçe,1753,509,501.4936580753038,44.63551786032341,0.0031170122271765,0.0033757356909627,7.401063316947745,16,3.209879088923854,1,0.0941406769146498,0.0941406769146498,0.2454729208880083,0.2731382473876198,0.0941406769146498,0.2731382473876198,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100232,Karaağaç Mahallesi,Bilinmeyen İlçe,100,37,344.065910815504,46.634036073049415,0.0029527706427789,0.003709804986012,3.272234078820468,27,4.112517399217655,1,0.1791772151505943,0.1791772151505943,0.1934485945610121,0.2513333395412427,0.1791772151505943,0.2513333395412427,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100233,Altıağaç Mahallesi,Bilinmeyen İlçe,33083,2971,410.1406502100868,42.78252759297746,0.0023534292281206,0.0037861951555878,5.901206825725078,0,3.4514648468262905,0,0.1358430551628116,0.1358430551628116,0.3696881786740448,0.1714406838568179,0.1358430551628116,0.1714406838568179,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100234,Bahçeleriçi Mahallesi,Bilinmeyen İlçe,340,10,385.6707051911672,42.61754259356046,0.0028131689608679,0.003246364294703,3.812193655959396,13,3.8250443376559553,0,0.1240012455796239,0.1240012455796239,0.2558144419463473,0.1753104113262692,0.1240012455796239,0.1753104113262692,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100235,Hüseyingazi Mahallesi,Bilinmeyen İlçe,10219,844,349.33414954638545,53.74366352671786,0.0030206628161353,0.0037215010652236,6.9030995411480855,4,3.942041569710568,0,0.1366179454550603,0.1366179454550603,0.1995825157441914,0.2041957560284384,0.1366179454550603,0.2041957560284384,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100236,Harman Mahallesi,Bilinmeyen İlçe,27307,2221,418.566231864899,45.62186195147043,0.0033178307983754,0.0032256254332925,1.0290779591644754,8,4.003207856505926,0,0.1112482905288138,0.1112482905288138,0.0174409424542686,0.1775106766026916,0.1112482905288138,0.1775106766026916,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100237,Çiğiltepe Mahallesi,Bilinmeyen İlçe,100,10,379.310931168146,40.34560456265127,0.0036643204141241,0.0036565922369324,3.786993223568521,19,3.662272906934304,0,0.1152699815418427,0.1152699815418427,0.3858474325066986,0.1480957143697323,0.1152699815418427,0.1480957143697323,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100238,Altınevler Mahallesi,Bilinmeyen İlçe,32009,2495,486.31841751650944,28.28504180405333,0.003261697508451,0.0033372063214234,4.374967678648659,21,3.6592575904762703,0,0.0785925752277451,0.0785925752277451,0.3280249966782383,0.2309376853066373,0.0785925752277451,0.2309376853066373,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100239,Gülveren Mahallesi,Bilinmeyen İlçe,24258,2125,387.43123169583913,36.08889721653965,0.0026099004354412,0.0041652874520195,2.606422707147377,23,4.067886161032631,1,0.2414810100858043,0.2414810100858043,0.4325321469231074,0.1629414993839782,0.2414810100858043,0.1629414993839782,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100240,Bahçelerüstü Mahallesi,Bilinmeyen İlçe,100,10,497.7027504993397,21.077581935018536,0.002813840473531,0.0037186565935194,5.370351073659828,19,3.866686956740256,1,0.2139432906656696,0.2139432906656696,0.1738146895408962,0.1593802916924881,0.2139432906656696,0.1593802916924881,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100241,Erzurum Mahallesi,Bilinmeyen İlçe,1232,268,509.09709574374114,43.65097008002508,0.0035917468334449,0.0029109795663118,8.334448223102275,30,4.020686599173724,0,0.239089945438553,0.239089945438553,0.3234374136533089,0.1540483945948218,0.239089945438553,0.1540483945948218,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100242,Cebeci Mahallesi,Çankaya,20977,1540,491.9910908459737,26.559307514717773,0.0025958907956066,0.0038549645646002,7.145773485985787,18,3.7141494089936087,1,0.0442566852491504,0.0442566852491504,0.2246587915251482,0.1986453235343349,0.0442566852491504,0.1986453235343349,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100243,Abidinpaşa Mahallesi,Mamak,8951,681,459.040878507736,36.65067182888628,0.0037216447768159,0.0023967905758081,3.908314828057845,6,3.8657331800103214,0,0.1538572392941563,0.1538572392941563,0.2647768379824867,0.2562749322506393,0.1538572392941563,0.2562749322506393,3,3,0.8811760344997938,0.7202940086249484,0.0,0.11882396550020609,0.8811760344997938,0.0,0.0,0.7202940086249484
100244,Balkiraz Mahallesi,Mamak,11556,1536,353.13468438793615,49.52552008734038,0.0029135991313017,0.0038859600774183,5.882614303398492,7,3.868698917737802,2,0.0571049274300856,0.0571049274300856,0.3445787223150652,0.269641940215831,0.0571049274300856,0.269641940215831,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100245,Hürel Mahallesi,Bilinmeyen İlçe,9871,873,494.05620046139205,28.28619933186848,0.0036063041187102,0.0043674159456136,7.330064209678914,2,3.2089998633743377,0,0.1854359336758965,0.1854359336758965,0.2685156738020458,0.2387893722635462,0.1854359336758965,0.2387893722635462,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100246,Şafaktepe Mahallesi,Bilinmeyen İlçe,8556,538,507.9441592270682,46.26099751500513,0.0025418629497181,0.0041777214005527,7.340397418393207,16,3.823879358712811,0,0.1777028885557953,0.1777028885557953,0.25793106715345,0.1494972832377194,0.1777028885557953,0.1494972832377194,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100247,Demirlibahçe Mahallesi,Bilinmeyen İlçe,30042,2185,370.114572690284,33.532981391464375,0.0028585566397401,0.0031904636317413,4.936975351153954,17,4.120687860582541,1,0.1545594136921891,0.1545594136921891,0.2050443001843918,0.2608787231863647,0.1545594136921891,0.2608787231863647,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100248,Mehtap Mahallesi,Bilinmeyen İlçe,639,10,527.647315069367,50.32933525438877,0.0026038508038979,0.0033004505730895,3.166144909340141,18,4.3196147874104245,1,0.1851440899297561,0.1851440899297561,0.2499904681152725,0.2650004262746789,0.1851440899297561,0.2650004262746789,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100249,Saimekadın Mahallesi,Mamak,21189,2053,426.5354477251663,22.48010345079334,0.0035226255074365,0.003674884760303,4.407907799357528,12,4.566405897770634,0,0.1178902673732864,0.1178902673732864,0.2656905167219126,0.1457559026158399,0.1178902673732864,0.1457559026158399,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100250,Kartaltepe Mahallesi,Bilinmeyen İlçe,100,59,521.4501762692348,43.882493112827085,0.0029987980795405,0.0032053641741053,2.8156727345638206,23,4.074131486415675,2,0.0727135106654633,0.0727135106654633,0.1858276326792284,0.2819692776964189,0.0727135106654633,0.2819692776964189,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100251,Çağlayan Mahallesi,Bilinmeyen İlçe,4565,813,490.7835131261841,30.38892829223756,0.0019872909583397,0.0039044623611395,4.251639448019633,13,4.029858802752232,0,0.2005206913125327,0.2005206913125327,0.1728235659399428,0.2977081132863393,0.2005206913125327,0.2977081132863393,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100252,Tuzluçayır Mahallesi,Bilinmeyen İlçe,7652,955,495.6519408863457,37.96288070648273,0.0027403018140869,0.0033295460613269,5.856633384750476,15,3.621856577579388,0,0.1417184294841184,0.1417184294841184,0.1499443149609419,0.2013166284929199,0.1417184294841184,0.2013166284929199,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100253,Aşık Veysel Mahallesi,Mamak,100,10,398.1091545911996,36.972853953016326,0.0028933351003453,0.0039799783372168,8.166954554499199,3,4.397849787581009,0,0.1110352200239284,0.1110352200239284,0.2820385109205063,0.2078639111729509,0.1110352200239284,0.2078639111729509,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100254,Peyami Safa Mahallesi,Bilinmeyen İlçe,10374,625,542.5193986062636,56.76319930723602,0.0021586706529386,0.0029879857045568,4.440379315245988,5,3.9517896660367593,0,0.1135863898796693,0.1135863898796693,0.2564633303777583,0.1591366903631192,0.1135863898796693,0.1591366903631192,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100255,General Zeki Doğan Mahallesi,Bilinmeyen İlçe,24488,2091,342.36185612471195,48.181147632530894,0.0030924339419263,0.0041953662437957,5.24783485268529,7,3.738711400009449,0,0.190195966544036,0.190195966544036,0.2440821709124497,0.1954600637404502,0.190195966544036,0.1954600637404502,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100256,Şahintepe Mahallesi,Bilinmeyen İlçe,37331,2833,485.1284428386649,53.687334682683904,0.0041357248727113,0.003297801288408,5.982858905440399,20,3.858644519465987,0,0.1450577399380347,0.1450577399380347,0.2947661649208373,0.1511881790380258,0.1450577399380347,0.1511881790380258,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100257,Mutlu Mahallesi,Bilinmeyen İlçe,10059,739,614.3150089404273,44.42959346163999,0.0030933810274241,0.0037363315280383,7.758325176394996,14,3.6230272106402728,0,0.1922141614048708,0.1922141614048708,0.4093242641763787,0.1500763217090086,0.1922141614048708,0.1500763217090086,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100258,Kutlu Mahallesi,Bilinmeyen İlçe,4158,317,505.4749214805609,41.29707390805256,0.0023536873264238,0.0032339157184364,3.785291133575577,14,3.927753097588949,0,0.1709102877943986,0.1709102877943986,0.3413171454377801,0.1664402037117653,0.1709102877943986,0.1664402037117653,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100259,Kazım Orbay Mahallesi,Bilinmeyen İlçe,28082,2382,529.7837606345385,44.83517360501599,0.0022392015786836,0.0043733694687541,5.103567702397907,20,3.396786611458446,1,0.1752663250039032,0.1752663250039032,0.3620319835836226,0.2332534822367623,0.1752663250039032,0.2332534822367623,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100260,Türközü Mahallesi,Bilinmeyen İlçe,100,34,418.4634831789896,41.5598594412839,0.0023918370836024,0.003394916546104,3.965633832387863,9,3.6385291442026535,0,0.1432072641805877,0.1432072641805877,0.0156441047998185,0.3231783214700998,0.1432072641805877,0.3231783214700998,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100261,Akdere Mahallesi,Mamak,25709,2067,455.57689883255097,27.95773983579924,0.0038478614389054,0.0044486443473865,5.313387456493049,25,3.852586033680177,1,0.0831637280562034,0.0831637280562034,0.2136361825005244,0.1868808033538978,0.0831637280562034,0.1868808033538978,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100262,Şehit Cengiz Topel Mahallesi,Mamak,10190,832,457.606988433587,29.031585278425737,0.002641491925436,0.00285770786715,6.9556310993724,0,4.146077102995077,0,0.2193174698631421,0.2193174698631421,0.0387281856525035,0.1805937279473237,0.2193174698631421,0.1805937279473237,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100263,Fahri Korutürk Mahallesi,Bilinmeyen İlçe,12844,1171,398.8291309759289,50.25624510910005,0.0023030844780935,0.0032169357056962,6.241495110558848,25,3.3787996110856704,1,0.2822518395207579,0.2822518395207579,0.1782006749466232,0.121269051348333,0.2822518395207579,0.121269051348333,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100264,Durali Alıç Mahallesi,Bilinmeyen İlçe,18003,1430,424.31934862303183,45.04749784332788,0.002236352154786,0.0026489328000126,3.805153269713544,25,3.633783411976165,0,0.2299578342264307,0.2299578342264307,0.2847816051645513,0.2285258409515974,0.2299578342264307,0.2285258409515974,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100265,Boğaziçi Mahallesi,Bilinmeyen İlçe,931,162,532.1132622017506,17.851009587205688,0.0032513724037454,0.0022533645898349,3.068670392953584,31,3.625465389982384,1,0.0913060017795513,0.0913060017795513,0.1034654202235179,0.1369214053016393,0.0913060017795513,0.1369214053016393,1,1,0.9998576848422998,0.25003557878942506,0.9998576848422998,0.0001423151577002082,0.0,0.0,0.0,0.25003557878942506
100266,Akşemsettin Mahallesi,Bilinmeyen İlçe,31083,2961,448.15515359948216,27.305998410897026,0.0040479217509045,0.0042972211958745,6.3578939755244654,6,3.785291197748589,1,0.1419819959477584,0.1419819959477584,0.3203533632909923,0.1353574353809145,0.1419819959477584,0.1353574353809145,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100267,Cengizhan Mahallesi,Mamak,29493,2520,496.1457821486285,53.469061258751616,0.0024442098752432,0.0034820872106467,3.93709089728157,0,3.904012993281476,0,0.2755778275792211,0.2755778275792211,0.2498610781379443,0.1863267211069602,0.2755778275792211,0.1863267211069602,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100268,Dutluk Mahallesi,Bilinmeyen İlçe,24462,1856,458.3299549601508,35.80540474519717,0.0025543907499466,0.0034690799580196,6.705191606590206,36,3.9738256948696895,1,0.0244582499299274,0.0244582499299274,0.324896720766396,0.2110886181493843,0.0244582499299274,0.2110886181493843,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100269,Derbent Mahallesi,Bilinmeyen İlçe,27870,2400,549.0681571508958,35.04495704205766,0.0030721717336483,0.0039133207676949,3.855611859413113,7,3.6111943700939935,0,0.1125392191455538,0.1125392191455538,0.4199817122413569,0.2798803437193042,0.1125392191455538,0.2798803437193042,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100270,Araplar Mahallesi,Bilinmeyen İlçe,36645,2809,458.7601799263665,26.77941984991218,0.0026521525614014,0.0030409365082917,7.4791680128831235,11,4.1205138001082044,1,0.1802060444794259,0.1802060444794259,0.4342911001683831,0.1112333466116165,0.1802060444794259,0.1112333466116165,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100271,Dostlar Mahallesi,Bilinmeyen İlçe,27951,2558,395.34112429399937,49.02659507993788,0.0031680724815131,0.0033862618700232,3.3521290260560006,7,4.414943628735777,0,0.1500341409478741,0.1500341409478741,0.3133437130242776,0.2471487205578085,0.1500341409478741,0.2471487205578085,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100272,Köstence Mahallesi,Bilinmeyen İlçe,783,10,488.4135051484484,41.10112390865944,0.0035021883173815,0.0031497315859952,6.520236752512722,25,3.7714070836851934,0,0.1708464751632408,0.1708464751632408,0.345581028950155,0.2536788312544323,0.1708464751632408,0.2536788312544323,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100273,Üreğil Mahallesi,Mamak,100,78,334.33746501792507,39.74148576396527,0.0039488835083729,0.0030260536413655,3.331353909016836,22,3.337159545437106,0,0.118362248505748,0.118362248505748,0.2587526079216046,0.2045455605919028,0.118362248505748,0.2045455605919028,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100274,Tepecik Mahallesi,Bilinmeyen İlçe,29032,2280,362.87317034468015,28.09965537384941,0.0029884875727767,0.0031356609665271,4.415982908973948,10,4.097071536111555,1,0.1206517156453838,0.1206517156453838,0.2048014471174339,0.225392742467421,0.1206517156453838,0.225392742467421,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100275,Kayaş Mahallesi,Bilinmeyen İlçe,15751,1340,385.5658399100698,51.17953025422021,0.0041103418982915,0.0035044140691336,2.9072902532592497,15,4.0969580421758,1,0.1192406162142196,0.1192406162142196,0.2396880652705448,0.2204392481847285,0.1192406162142196,0.2204392481847285,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
